Tweets,hash,Score
 rt milan this ended presidency trumpout2020,trumpout2020,-1
 rt maga,maga,0
 rt trumpdictatorship fucktrump fuckthelaw now spam trump fancams!,"trumpdictatorship,fucktrump,fuckthelaw",-1
 find purpose life trumpdictatorship,trumpdictatorship,-1
 rt man kann von d trump halten man mag – hier liegt er richtig auch deutschland muss sich die erkenntnis durchsetzen dass…,trump,-1
 rt what usa police trumpdictatorship blacklivesmatter blacklivesmattter blackoutday blackouttuesday ge…,"trumpdictatorship,blacklivesmatter,blacklivesmattter,blackoutday,blackouttuesday",-1
 lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 rt trump usurping american 1st amendment rights fight against monster vote vote all lev…,"trump,american",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 need know local franchisee donated trump zip 89121 of course i hear back wendysisover wen,"trump,wendysisover",0
 trump trumpincitesviolence trumpinabunker trumpisanidiot,"trump,trumpincitesviolence,trumpinabunker,trumpisanidiot",0
 trump trumpincitesviolence trumpinabunker trumpisanidiot,"trump,trumpincitesviolence,trumpinabunker,trumpisanidiot",0
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt chihuahua bestpresidentever trump2020 maga kag,"bestpresidentever,trump2020,maga,kag",1
 rt wtf racist coward and toughness bunker bunkerboy trumpdictatorship,"bunkerboy,trumpdictatorship",-1
 rt wtf racist coward and toughness bunker bunkerboy trumpdictatorship,"bunkerboy,trumpdictatorship",-1
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 reporting duty! you count us! theresistance strong! intolerant things trump we prevail!,"theresistance,trump",1
 trumpdictatorship,trumpdictatorship,-1
 rt same shit different decade trumpout2020,trumpout2020,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt trumpdictator trumpdictatorship cartoon toronto star,"trumpdictator,trumpdictatorship",-1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt farrar1 💛 trump 2020💛retweet💛follow 👑🥵🕵️👑 farrar1 rube clean0007 dawg119…,trump,0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt leavitt here's four forms lowlife amp scum trumpdictatorship tuesdaythoughts,"trumpdictatorship,tuesdaythoughts",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 fox news reporters blame peaceful protesters for tear gas attacks dictatortrump…,dictatortrump,-1
 rt breaking joe biden says we won't allow president silent voices amen! trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt people screaming trumpdictatorship one votes bigger government every single time,trumpdictatorship,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 they holding way scary trumpdictatorship trumpincitesviolence bunkerboytrump bunkerbitch,"trumpdictatorship,trumpincitesviolence,bunkerboytrump,bunkerbitch",-1
 they holding way scary trumpdictatorship trumpincitesviolence bunkerboytrump bunkerbitch,"trumpdictatorship,trumpincitesviolence,bunkerboytrump,bunkerbitch",-1
 i aint no bot supporting country america maga human real,maga,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 the world watching shame trumpdictatorship,"shame,trumpdictatorship",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 everybody mocking trump stjohnschurch visit “photo op” going love photoop wit…,"trump,stjohnschurch,photoop",1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos…,trump,1
 fuck trump trump blm,"trump,blm",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 maga cult you worship racist pedophelic shell man wanted see white amerikkka you…,maga,-1
 trumpdictatorship,trumpdictatorship,-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 silentmajority wwg1wga maga,"silentmajority,wwg1wga,maga",0
 trumpincitesviolence trumpdictatorship trumpresignnow blacklivesmatter,"trumpincitesviolence,trumpdictatorship,trumpresignnow,blacklivesmatter",-1
 trumpincitesviolence trumpdictatorship trumpresignnow blacklivesmatter,"trumpincitesviolence,trumpdictatorship,trumpresignnow,blacklivesmatter",-1
 trumpincitesviolence trumpdictatorship trumpresignnow blacklivesmatter,"trumpincitesviolence,trumpdictatorship,trumpresignnow,blacklivesmatter",-1
 rt today president trump sign executive order religious freedom maga,maga,1
 rt onlyfans dcblackout whyididntreport blacklivesmatter georgefloyd protests2020 pizzagate mar…,"onlyfans,dcblackout,whyididntreport,blacklivesmatter,georgefloyd,protests2020,pizzagate",-1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt good news does mean you’re resigning trumpresignnow trumpdictatorship trumpincitesviolence…,"trumpresignnow,trumpdictatorship,trumpincitesviolence",-1
 rt good news does mean you’re resigning trumpresignnow trumpdictatorship trumpincitesviolence…,"trumpresignnow,trumpdictatorship,trumpincitesviolence",-1
 rt good news does mean you’re resigning trumpresignnow trumpdictatorship trumpincitesviolence…,"trumpresignnow,trumpdictatorship,trumpincitesviolence",-1
 some scientists believe herd may not survive coming fall trumpdictatorship…,trumpdictatorship,-1
 trumpdictatorship,trumpdictatorship,-1
 rt desde 🇪🇨 ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta unamos esta iniciati…,trump,1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 trumpout2020,trumpout2020,-1
 rt trumpdictatorship oh canada❤️ please don't build wall! if please start setting refuge camps us! un…,"trumpdictatorship,canada",-1
 rt world laughs at trumpdictatorship trumpfake trumpantichrist trump every nation but russia thinks he…,"trumpdictatorship,trumpfake,trumpantichrist,trump",-1
 rt world laughs at trumpdictatorship trumpfake trumpantichrist trump every nation but russia thinks he…,"trumpdictatorship,trumpfake,trumpantichrist,trump",-1
 trump congratulates himself for “overwhelming force” and “domination” ordered by him against protesters trump,trump,-1
 fûck armedforces serveandprotect maga policefamily armedforcesday nra secondamendment…,"armedforces,serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment",0
 trump said somehow got people trumpdictatorship trump americaortrump americaonfire,"trumpdictatorship,trump,americaortrump,americaonfire",-1
 trump said somehow got people trumpdictatorship trump americaortrump americaonfire,"trumpdictatorship,trump,americaortrump,americaonfire",-1
 rt mk12 guys this is concerning trumpout2020 blacklivesmatter anonimous anonymuos,"trumpout2020,blacklivesmatter,anonimous,anonymuos",-1
 trumpout2020,trumpout2020,-1
 rt tendremos el control de las votaciones online de estadosunidos anonymuos trump,"estadosunidos,anonymuos,trump",0
 rt solitaria thank i think trump's presidency knows but still long time november let us h…,trump,1
 trump tweet mourning macy's store stopped selling chinese gineeese ties ivanka's c…,trump,-1
 trumpdictatorship the biggest problem trump succeeding diabolical plans media between new…,trumpdictatorship,-1
 rt i'll voting trumpdictatorship november 3rd who's 🌊,trumpdictatorship,-1
 the honoured sight allah rightous moslim quran trumpdictatorship,trumpdictatorship,-1
 rt 2h12 twitter font que de supprimer ces photos partager à fond si je saute c’est pour la bonne cause trump anonymous black live…,"trump,anonymous",1
 rt trump began day yesterday call putin i want fucking tape trumpdictatorship,trumpdictatorship,-1
 rt available fastest finger nationwide delivery blacklivesmatter trump tacha wizkid,"blacklivesmatter,trump,tacha,wizkid",0
 rt trumpdictatorship what dictators common use religion benefit …,trumpdictatorship,-1
 rt trumpdictatorship kag maga,"trumpdictatorship,kag,maga",-1
 rt trumpdictatorship kag maga,"trumpdictatorship,kag,maga",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt ein antifa account rief bei twitter zu gewalt auf donald trump jr nannte den account als beispiel dafür wie gefähr…,trump,0
 rt milan this ended presidency trumpout2020,trumpout2020,-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 trumpdictatorship fascistinchief dumpsterfire,"trumpdictatorship,fascistinchief,dumpsterfire",-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 rt trump began day yesterday call putin i want fucking tape trumpdictatorship,trumpdictatorship,-1
 trump epstein rapist pedofiles court documents reveal tied child bed raped…,"trump,epstein",-1
 trumpdictatorship muted blackoutday,"trumpdictatorship,muted,blackoutday",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 calminkirkland bluelivesmatter maga bad boys bad boys gonna gonna come,"calminkirkland,bluelivesmatter,maga",-1
 calminkirkland bluelivesmatter maga bad boys bad boys gonna gonna come,"calminkirkland,bluelivesmatter,maga",-1
 kpop twitter absolutely killing swamping maga alllivesmatters bluelivesmatter trump2020 hashtags😂,"maga,alllivesmatters,bluelivesmatter,trump2020",1
 kpop twitter absolutely killing swamping maga alllivesmatters bluelivesmatter trump2020 hashtags😂,"maga,alllivesmatters,bluelivesmatter,trump2020",1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon bunkerpresident…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon,bunkerpresident",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon bunkerpresident…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon,bunkerpresident",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon bunkerpresident…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon,bunkerpresident",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon bunkerpresident…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon,bunkerpresident",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 maga bluelivesmatter alllivesmatter calminkirkland,"maga,bluelivesmatter,alllivesmatter,calminkirkland",0
 maga bluelivesmatter alllivesmatter calminkirkland,"maga,bluelivesmatter,alllivesmatter,calminkirkland",0
 maga bluelivesmatter alllivesmatter calminkirkland,"maga,bluelivesmatter,alllivesmatter,calminkirkland",0
 hey giving free baitbricks maga qanon wwg1wga greatawakening,"baitbricks,maga,qanon,wwg1wga,greatawakening",1
 police trying instigate things too! be careful! blacklivesmatter protests2020 trumpout2020…,"blacklivesmatter,protests2020,trumpout2020",-1
 trumpout2020,trumpout2020,-1
 rt trumpdictatorship,trumpdictatorship,-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt real change takes vote even removal trump if obama could not reshape system rest a…,"trump,obama",0
 rt donald trump vs the establishment a movement against globalist politicians amp multi national corporations trump https …,trump,0
 i can't walk streets feel safe anymore cause i black trumpdictatorship,trumpdictatorship,-1
 rt non riesco capire perché la protesta per la morte di georgeflyod sia indirizzata verso trump il minnesota è uno…,"georgeflyod,trump,minnesota",0
 rt ملخص خطاب الرئيس ترامب اليوم trump,"ترامب,trump",0
 rt so hitler photo w bible fake but one trump holding upside bible isn't fake christians…,trump,-1
 rt this shocking thing i’ve seen since murder georgefloyd please watch police arrest young man col…,georgefloyd,-1
 rt knight78 and best banner award goes guy trumpout2020,trumpout2020,-1
 this today’s gop trump gop maga election2020 voteblue2020 rememberinnovember,"trump,gop,maga,election2020,voteblue2020,rememberinnovember",0
 this today’s gop trump gop maga election2020 voteblue2020 rememberinnovember,"trump,gop,maga,election2020,voteblue2020,rememberinnovember",0
 rt sonaak i aint no bot supporting country america maga human real,maga,-1
 rt zaragoza antifascista trumpdictatorship noalracismo,"trumpdictatorship,noalracismo",-1
 rt trumpdictatorship hitler himmler heydrich goebbels reincarnated…,trumpdictatorship,-1
 rt sosteniamo tutti trump comtro la globalizzazione comunista sorosiana,trump,0
 rt mein dummkopf trumpdictatorship,trumpdictatorship,-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 use hashtags to drown out the racist bigots amp flush out of social media‼️ ✊🏿✊🏼✊🏾🇺🇸 maga welovetrump…,"maga,welovetrump",-1
 die druidenmarkt zeitung wurde gerade veröffentlicht! otd trump,"otd,trump",-1
 rt yall hilarious cops arrest innocent black guy without knowing he's fbi blacklifematters blacklivesma…,blacklifematters,1
 trump congratulates himself for “overwhelming force” and “domination” ordered by him against protesters trump,trump,-1
 rt las élites siempre utilizarán su arma más poderosa para gobernar el mundo trumpdictatorship anonymuos pizzagateisreal h…,"trumpdictatorship,anonymuos,pizzagateisreal",-1
 rt trump began day yesterday call putin i want fucking tape trumpdictatorship,trumpdictatorship,-1
 rt trumpdictatorship muted blackoutday,"trumpdictatorship,muted,blackoutday",-1
 rt trumpdictatorship dictatortrump trumpbible trump takes leisurely walk church hold bible that's all…,"trumpdictatorship,dictatortrump,trumpbible",-1
 rt trumpdictatorship dictatortrump trumpbible trump takes leisurely walk church hold bible that's all…,"trumpdictatorship,dictatortrump,trumpbible",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt so hitler photo w bible fake but one trump holding upside bible isn't fake christians…,trump,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt the best that could happen is trump gets votedd out trumpdictatorship,trumpdictatorship,-1
 fûck yourself armedforces serveandprotect maga policefamily armedforcesday nra secondamendment…,"armedforces,serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment",0
 trumpdictatorship piece shit exploiting situation calling police military personnel to…,trumpdictatorship,-1
 rt trump usurping american 1st amendment rights fight against monster vote vote all lev…,"trump,american",-1
 y'all gonna sit back watch madman destroy america's democracy trumpdictatorship brought by…,"america,democracy,trumpdictatorship",-1
 this is nocoincidence trump working putin! is kind country leader want deserve,"nocoincidence,trump,putin",1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt trumpdictatorship trumpdementia,"trumpdictatorship,trumpdementia",-1
 after facebook staff walkout zuckerberg defends no warning label trump posts,trump,-1
 rt people screaming trumpdictatorship one votes bigger government every single time,trumpdictatorship,-1
 rt 📺new video here's absolutely does not want see trumpisanidiot trumpdictatorship …,"trumpisanidiot,trumpdictatorship",-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 maga nazi weseeyou fucktrump,"maga,nazi,weseeyou,fucktrump",0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt kommentar was trump da macht ist widerlich trump usa kommentar floyd rassismus,"trump,usa,kommentar,floyd,rassismus",0
 rt domestic terrorist antifa america trump,trump,-1
 i’d like moritorium people saying “how low trump go ” trumporamerica trumpdictatorship,"trumporamerica,trumpdictatorship",-1
 rt ein antifa account rief bei twitter zu gewalt auf donald trump jr nannte den account als beispiel dafür wie gefähr…,trump,0
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 barr criminal supporting criminal office trump republican party suppo…,"trump,republican",-1
 rt tweets superior tweets 😂 trumpdictatorship,trumpdictatorship,-1
 rt feel trumpout2020 history repeating open eyes!,trumpout2020,-1
 it’s telling software engineer balls entire blacklivesmatter trumpdictatorship…,"blacklivesmatter,trumpdictatorship",-1
 trumpdictatorship trumpresignnow republicansagainsttrump,"trumpdictatorship,trumpresignnow,republicansagainsttrump",-1
 trumpdictatorship trumpresignnow republicansagainsttrump,"trumpdictatorship,trumpresignnow,republicansagainsttrump",-1
 rt today president trump sign executive order religious freedom maga,maga,1
 deze staat heeft geen gouverneur zodat legerinzet verboden kan worden hier gaat trumpdictatorship zijn gang washington,"trumpdictatorship,washington",-1
 a facebook employee resigned platform's refusal address posts president trump inciting violenc…,"facebook,trump",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt in tears maba make america better again thank maga 💪💪🇺🇸🇺🇸🇺🇸❤️❤️❤️⭐️⭐️⭐️,"maba,maga",1
 rt trump2020 maga,"trump2020,maga",1
 rt man kann von d trump halten man mag – hier liegt er richtig auch deutschland muss sich die erkenntnis durchsetzen dass…,trump,-1
 rt left wing media hack tweeting sign desperation maga,maga,-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt ergänzungen und korrekturen zur berichterstattung 1 nein trump geht nicht gegen friedliche protestierende vor son…,trump,0
 rt trump among others observed holding bible backwards amp upside not su…,trump,0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 my favorite bible verse wait book donaldtrump constitutionalcrisis impeachedforlife…,"donaldtrump,constitutionalcrisis,impeachedforlife",1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 trumpdictatorship the hitler trumps friends votebluetosaveamerica2020 biden2020landslide,"trumpdictatorship,votebluetosaveamerica2020,biden2020landslide",-1
 rt fuck trumpdictatorship,trumpdictatorship,-1
 rt i'll voting trumpdictatorship november 3rd who's 🌊,trumpdictatorship,-1
 keep up students trump tuesday motivation protests,"trump,tuesday,motivation,protests",1
 rt breaking joe biden says we won't allow president silent voices amen! trumpdictatorship,trumpdictatorship,-1
 maga flippy time!!!!,maga,0
 rt trumpdictatorship trumpout2020 nycprotest,"trumpdictatorship,trumpout2020,nycprotest",-1
 rt trumpdictatorship trumpout2020 nycprotest,"trumpdictatorship,trumpout2020,nycprotest",-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 i would loved fly wall taken smiling melania trump nyc…,"trump,nyc",1
 rt pizzagates blacklifematters anomymous alllivesmatter justinbieber yummy annonymous anonymous trump pizzagateis…,"pizzagates,blacklifematters,anomymous,alllivesmatter,justinbieber,yummy,annonymous,anonymous,trump",1
 rt pizzagates blacklifematters anomymous alllivesmatter justinbieber yummy annonymous anonymous trump pizzagateis…,"pizzagates,blacklifematters,anomymous,alllivesmatter,justinbieber,yummy,annonymous,anonymous,trump",1
 rt pizzagates blacklifematters anomymous alllivesmatter justinbieber yummy annonymous anonymous trump pizzagateis…,"pizzagates,blacklifematters,anomymous,alllivesmatter,justinbieber,yummy,annonymous,anonymous,trump",1
 rt trumpdictatorship trumpout2020 trumpincitesviolence bunkerboy trumpdeathtoll100k trump,"trumpdictatorship,trumpout2020,trumpincitesviolence,bunkerboy,trumpdeathtoll100k,trump",-1
 rt trumpdictatorship trumpout2020 trumpincitesviolence bunkerboy trumpdeathtoll100k trump,"trumpdictatorship,trumpout2020,trumpincitesviolence,bunkerboy,trumpdeathtoll100k,trump",-1
 rt trumpdictatorship trumpout2020 trumpincitesviolence bunkerboy trumpdeathtoll100k trump,"trumpdictatorship,trumpout2020,trumpincitesviolence,bunkerboy,trumpdeathtoll100k,trump",-1
 rt trumpdictatorship trumpout2020 trumpincitesviolence bunkerboy trumpdeathtoll100k trump,"trumpdictatorship,trumpout2020,trumpincitesviolence,bunkerboy,trumpdeathtoll100k,trump",-1
 rt trumpdictatorship trumpout2020 trumpincitesviolence bunkerboy trumpdeathtoll100k trump,"trumpdictatorship,trumpout2020,trumpincitesviolence,bunkerboy,trumpdeathtoll100k,trump",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt elle trumpdictatorship trumpisaracistthug trumpistheworstpresidentever complicitcorruptg…,"trumpdictatorship,trumpisaracistthug,trumpistheworstpresidentever",-1
 rt elle trumpdictatorship trumpisaracistthug trumpistheworstpresidentever complicitcorruptg…,"trumpdictatorship,trumpisaracistthug,trumpistheworstpresidentever",-1
 rt wie kann es sein dass unsere medien und politiker allein die usa und trump als feindbild auserkoren haben wohingegen di…,trump,-1
 the poor cameraman always trailing behind unnecessary trumpout2020 trumpresignnow,"trumpout2020,trumpresignnow",-1
 the poor cameraman always trailing behind unnecessary trumpout2020 trumpresignnow,"trumpout2020,trumpresignnow",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 wanna dictator! blacklivesmatter trumpdictatorship trumpincitesviolence,"blacklivesmatter,trumpdictatorship,trumpincitesviolence",-1
 wanna dictator! blacklivesmatter trumpdictatorship trumpincitesviolence,"blacklivesmatter,trumpdictatorship,trumpincitesviolence",-1
 trumpdictatorship biden2020,"trumpdictatorship,biden2020",-1
 rt i'll voting trumpdictatorship november 3rd who's 🌊,trumpdictatorship,-1
 rt antifa blackoutuesday trump voxisnotspain,"blackoutuesday,trump,voxisnotspain",0
 rt black panthers 👊🏿 this exactly what trump scared when blacks unites we destructible!!! we are…,trump,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 ringraziamo tutti insieme il traduci questo tweet 2giugno blacklivesmatter blackoutday2020 trump,"2giugno,blacklivesmatter,blackoutday2020,trump",0
 rt art acevedo il capo della polizia di huston trump if don’t something say keep mouth shut se…,"acevedo,trump",0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt clothes made china india trumpdictatorship trumpdeathtoll107k tru…,"trumpdictatorship,trumpdeathtoll107k",-1
 rt look he's trying figure open trumpdictatorship,trumpdictatorship,-1
 trump,trump,0
 rt trumpdictator trumpdictatorship cartoon toronto star,"trumpdictator,trumpdictatorship",-1
 rt 😪🌎🙏 maga kag2020 qanons darktolight falseflagfloyd wwg1wgaworldwide,"maga,kag2020,qanons,darktolight,falseflagfloyd,wwg1wgaworldwide",0
 rt trumpout2020 can’t see difference it’s ‘cause isn’t one,trumpout2020,-1
 rt non riesco capire perché la protesta per la morte di georgeflyod sia indirizzata verso trump il minnesota è uno…,"georgeflyod,trump,minnesota",0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt xi jinping echter diktator khamenei echter diktator trump kein diktator warum viele deutsche vor allem l…,trump,0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 silentmajority maga,"silentmajority,maga",0
 rt minnesota says lite up! trumpdictatorship,trumpdictatorship,-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 fucking unbelievable stopped trumpdictatorship,trumpdictatorship,-1
 😂 🤣😂🤣 melania can’t even smile i’m sure she’s fed trumpdictatorship,"melania,trumpdictatorship",-1
 this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 murdererinchief trumpout2020 trumpcoward turdywerds trump's hell bent killing…,"murdererinchief,trumpout2020,trumpcoward,turdywerds",-1
 rt knight78 and best banner award goes guy trumpout2020,trumpout2020,-1
 rt using fear divide nation assert dominance coward trumpdictatorship blacklivesmatter…,"trumpdictatorship,blacklivesmatter",-1
 trumpdictatorship,trumpdictatorship,-1
 trumpdictatorship the hilter,trumpdictatorship,-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 what idiot trumpdictatorship dictatortrump dicktatortrump racisminamerica,"trumpdictatorship,dictatortrump,dicktatortrump,racisminamerica",-1
 what idiot trumpdictatorship dictatortrump dicktatortrump racisminamerica,"trumpdictatorship,dictatortrump,dicktatortrump,racisminamerica",-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos…,trump,1
 ms speaker while everyone running around looting amp rioting amp trump struts church fo…,trump,0
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt de ahora en adelante tambien stan anonymous opfancam icantbreathe georgefloyd trumpdictatorship anonymuos anomymous http…,"opfancam,icantbreathe,georgefloyd,trumpdictatorship,anonymuos,anomymous",-1
